lat,lon,region,region_population,population,median_reg_score,max_reg_score,min_reg_score
56.22829971459753,43.945534601732845,Нижегородская область,3214623,3214623.0,0.0961995831493552,0.8038785975859253,0.0392639842313013
56.83424361494684,53.14154343781356,Удмуртия,1507390,1507390.0,0.0960272886586202,0.338079115632231,0.034124491587541
45.04229880032483,41.9901700311052,Ставропольский край,2795243,2795243.0,0.0949188539644051,0.3392058380559058,0.0525175431252197
59.84940815387751,30.387762269215937,Санкт-Петербург,5383890,5383890.0,0.0949870382001599,0.5733313333834215,0.0293266080076312
59.83964254203264,30.304308069852,Санкт-Петербург,5383890,5383890.0,0.0949870382001599,0.5733313333834215,0.0293266080076312
60.040549154880296,30.392387553505063,Санкт-Петербург,5383890,5383890.0,0.0949870382001599,0.5733313333834215,0.0293266080076312
55.68170669946954,37.580772658551176,Москва,12615279,12615279.0,0.0973756374094833,0.8069362209354128,0.0
53.39858299791659,58.97995477160538,Челябинская область,3475753,3475753.0,0.0919861328332793,0.3642794593514429,0.0036296435951668
57.099150074794544,65.56969727084844,Тюменская область,1518695,1518695.0,0.135102297304053,0.8256188473688255,0.0476818360675666
59.82630308173593,30.32705375739737,Санкт-Петербург,5383890,5383890.0,0.0949870382001599,0.5733313333834215,0.0293266080076312
55.82314686273473,37.52525496085629,Москва,12615279,12615279.0,0.0973756374094833,0.8069362209354128,0.0
55.74668175424702,37.76004737511614,Москва,12615279,12615279.0,0.0973756374094833,0.8069362209354128,0.0
54.977358448926616,83.0986887943096,Новосибирская область,2793384,2793384.0,0.1096034388374736,0.7743931276390281,0.0623217592171869
55.79055930858299,49.17634960488585,Татарстан,3898628,3898628.0,0.099622761402039,0.3524084839418719,0.0184826707797895
59.93865497662944,30.48692827480092,Санкт-Петербург,5383890,5383890.0,0.0949870382001599,0.5733313333834215,0.0293266080076312
59.92805416747655,30.30188071065936,Санкт-Петербург,5383890,5383890.0,0.0949870382001599,0.5733313333834215,0.0293266080076312
55.83778278295674,49.08722458236097,Татарстан,3898628,3898628.0,0.099622761402039,0.3524084839418719,0.0184826707797895
56.833499424967705,35.9236323357666,Тверская область,1269636,1269636.0,0.0928537787310493,0.1346648136098041,0.0347294809579931
55.86347085572034,37.47894048700816,Москва,12615279,12615279.0,0.0973756374094833,0.8069362209354128,0.0
59.83226959980931,30.1473960487358,Санкт-Петербург,5383890,5383890.0,0.0949870382001599,0.5733313333834215,0.0293266080076312
59.95792314113595,30.31319742655803,Санкт-Петербург,5383890,5383890.0,0.0949870382001599,0.5733313333834215,0.0293266080076312
58.052645418958,56.35245354946975,Пермский край,2610800,2610800.0,0.08924993861307046,0.3022782303569591,0.047790426638146
55.541129268645854,37.48641651786977,Москва,12615279,12615279.0,0.0973756374094833,0.8069362209354128,0.0
55.8223007481981,49.03270598186354,Татарстан,3898628,3898628.0,0.099622761402039,0.3524084839418719,0.0184826707797895
55.583361819938936,37.66267839841771,Москва,12615279,12615279.0,0.0973756374094833,0.8069362209354128,0.0
55.26225654640411,61.39739075019672,Челябинская область,3475753,3475753.0,0.0919861328332793,0.3642794593514429,0.0036296435951668
52.595260331676094,39.59403927633439,Липецкая область,1144035,1144035.0,0.08824604069142836,0.1418882043294581,0.0516307183073461
58.027884899222016,56.00371788895479,Пермский край,2610800,2610800.0,0.08924993861307046,0.3022782303569591,0.047790426638146
55.81569185251716,49.10827175621061,Татарстан,3898628,3898628.0,0.099622761402039,0.3524084839418719,0.0184826707797895
56.13018089220486,47.26981730048792,Чувашия,1223395,1223395.0,0.0969539196269279,0.3217106556924334,0.0429078772250261
59.93915818371678,30.47522347277526,Санкт-Петербург,5383890,5383890.0,0.0949870382001599,0.5733313333834215,0.0293266080076312
57.703637449525885,39.766113224481,Ярославская область,1259612,1259612.0,0.0816595738718422,0.1349514854285841,0.0458751679145539
55.65316791650842,37.645420070451735,Москва,12615279,12615279.0,0.0973756374094833,0.8069362209354128,0.0
55.34278723806606,86.10767554433035,Кемеровская область,2674256,2674256.0,0.09971778590678335,0.3156269521958513,0.0609822515413717
59.95716113990208,30.31050048722756,Санкт-Петербург,5383890,5383890.0,0.0949870382001599,0.5733313333834215,0.0293266080076312
54.63059002381636,39.65499646344993,Рязанская область,1114137,1114137.0,0.0807138785745988,0.1472105912364665,0.0178262712838585
59.93591054801457,30.23843535919546,Санкт-Петербург,5383890,5383890.0,0.0949870382001599,0.5733313333834215,0.0293266080076312
55.712261413079815,37.73077826027394,Москва,12615279,12615279.0,0.0973756374094833,0.8069362209354128,0.0
51.50042579529489,45.9156331853046,Саратовская область,2440815,2440815.0,0.09999736869473319,0.7932748504211121,0.0302306717012707
48.79205230876688,44.58319028080504,Волгоградская область,2507509,2507509.0,0.1109243123083168,0.344269238428449,0.050478286862074
